Current (A);Voltage (V);Electron current (pA) Run #20
-1.961E-11;35.864;19.607
-1.949E-11;35.892;19.490
-1.939E-11;35.907;19.388
-1.930E-11;35.914;19.300
-1.924E-11;35.914;19.237
-1.919E-11;35.920;19.190
-1.916E-11;35.921;19.159
-1.915E-11;35.920;19.147
-1.914E-11;35.921;19.140
-1.914E-11;35.922;19.136
-1.914E-11;35.922;19.138
-1.915E-11;35.922;19.148
-1.915E-11;35.917;19.153
-1.916E-11;35.937;19.160
-1.916E-11;35.975;19.164
-1.915E-11;36.031;19.151
-1.910E-11;36.092;19.096
-1.902E-11;36.165;19.022
-1.891E-11;36.217;18.912
-1.878E-11;36.237;18.781
-1.867E-11;36.288;18.669
-1.855E-11;36.417;18.553
-1.841E-11;36.478;18.409
-1.824E-11;36.503;18.237
-1.808E-11;36.509;18.079
-1.795E-11;36.514;17.946
-1.786E-11;36.514;17.857
-1.780E-11;36.511;17.804
-1.777E-11;36.517;17.773
-1.776E-11;36.516;17.760
-1.775E-11;36.515;17.755
-1.775E-11;36.515;17.754
-1.776E-11;36.518;17.756
-1.776E-11;36.517;17.757
-1.776E-11;36.515;17.765
-1.777E-11;36.521;17.774
-1.779E-11;36.519;17.785
-1.779E-11;36.545;17.793
-1.779E-11;36.576;17.789
-1.777E-11;36.601;17.768
-1.773E-11;36.641;17.727
-1.768E-11;36.657;17.677
-1.761E-11;36.667;17.614
-1.755E-11;36.687;17.554
-1.751E-11;36.697;17.508
-1.747E-11;36.723;17.465
-1.743E-11;36.736;17.429
-1.738E-11;36.765;17.382
-1.733E-11;36.799;17.333
-1.728E-11;36.832;17.275
-1.720E-11;36.849;17.201
-1.713E-11;36.854;17.128
-1.707E-11;36.867;17.066
-1.701E-11;36.911;17.015
-1.696E-11;36.946;16.958
-1.690E-11;36.971;16.895
-1.682E-11;37.013;16.824
-1.674E-11;37.044;16.741
-1.666E-11;37.062;16.660
-1.658E-11;37.102;16.579
-1.650E-11;37.140;16.500
-1.641E-11;37.172;16.412
-1.632E-11;37.206;16.324
-1.623E-11;37.224;16.235
-1.615E-11;37.233;16.147
-1.608E-11;37.238;16.082
-1.604E-11;37.241;16.035
-1.600E-11;37.245;16.001
-1.598E-11;37.240;15.985
-1.598E-11;37.241;15.980
-1.598E-11;37.240;15.980
-1.598E-11;37.241;15.982
-1.598E-11;37.238;15.984
-1.599E-11;37.243;15.995
-1.601E-11;37.240;16.006
-1.601E-11;37.241;16.012
-1.602E-11;37.252;16.021
-1.603E-11;37.324;16.029
-1.599E-11;37.418;15.990
-1.590E-11;37.466;15.903
-1.578E-11;37.508;15.776
-1.563E-11;37.564;15.633
-1.549E-11;37.601;15.492
-1.535E-11;37.656;15.351
-1.521E-11;37.704;15.211
-1.508E-11;37.716;15.076
-1.496E-11;37.740;14.959
-1.487E-11;37.768;14.870
-1.479E-11;37.779;14.791
-1.473E-11;37.803;14.726
-1.468E-11;37.832;14.676
-1.462E-11;37.861;14.619
-1.456E-11;37.876;14.559
-1.450E-11;37.913;14.503
-1.445E-11;37.966;14.447
-1.437E-11;38.003;14.375
-1.429E-11;38.040;14.289
-1.421E-11;38.074;14.207
-1.412E-11;38.121;14.122
-1.403E-11;38.193;14.033
-1.395E-11;38.283;13.946
-1.383E-11;38.352;13.834
-1.371E-11;38.375;13.707
-1.359E-11;38.421;13.589
-1.348E-11;38.434;13.483
-1.340E-11;38.457;13.397
-1.333E-11;38.473;13.329
-1.328E-11;38.497;13.285
-1.324E-11;38.511;13.241
-1.321E-11;38.515;13.211
-1.319E-11;38.518;13.191
-1.318E-11;38.518;13.179
-1.317E-11;38.538;13.170
-1.316E-11;38.550;13.164
-1.316E-11;38.579;13.156
-1.316E-11;38.608;13.156
-1.314E-11;38.645;13.138
-1.312E-11;38.709;13.117
-1.309E-11;38.771;13.091
-1.305E-11;38.830;13.051
-1.301E-11;38.876;13.008
-1.297E-11;38.906;12.971
-1.294E-11;38.933;12.939
-1.292E-11;38.940;12.921
-1.291E-11;38.977;12.913
-1.291E-11;38.994;12.912
-1.292E-11;38.999;12.916
-1.292E-11;39.000;12.922
-1.293E-11;39.003;12.929
-1.294E-11;39.004;12.943
-1.296E-11;39.004;12.958
-1.297E-11;39.002;12.972
-1.298E-11;39.003;12.980
-1.300E-11;39.003;12.997
-1.302E-11;38.995;13.016
-1.303E-11;39.003;13.030
-1.305E-11;39.006;13.051
-1.306E-11;39.041;13.065
-1.309E-11;39.135;13.089
-1.310E-11;39.197;13.103
-1.312E-11;39.217;13.120
-1.314E-11;39.233;13.145
-1.318E-11;39.250;13.178
-1.320E-11;39.267;13.204
-1.323E-11;39.302;13.234
-1.327E-11;39.329;13.268
-1.330E-11;39.375;13.299
-1.335E-11;39.452;13.352
-1.341E-11;39.501;13.411
-1.349E-11;39.532;13.491
-1.357E-11;39.571;13.567
-1.365E-11;39.598;13.649
-1.372E-11;39.622;13.722
-1.380E-11;39.648;13.802
-1.388E-11;39.685;13.879
-1.396E-11;39.717;13.960
-1.404E-11;39.751;14.038
-1.413E-11;39.794;14.131
-1.424E-11;39.845;14.237
-1.435E-11;39.881;14.351
-1.447E-11;39.924;14.475
-1.461E-11;39.952;14.612
-1.475E-11;40.002;14.749
-1.490E-11;40.060;14.896
-1.506E-11;40.088;15.057
-1.523E-11;40.092;15.226
-1.539E-11;40.120;15.385
-1.552E-11;40.161;15.523
-1.565E-11;40.179;15.649
-1.578E-11;40.186;15.778
-1.589E-11;40.195;15.892
-1.598E-11;40.194;15.984
-1.606E-11;40.215;16.060
-1.613E-11;40.240;16.132
-1.621E-11;40.245;16.211
-1.630E-11;40.268;16.296
-1.640E-11;40.323;16.396
-1.651E-11;40.360;16.510
-1.666E-11;40.394;16.656
-1.682E-11;40.407;16.818
-1.698E-11;40.425;16.984
-1.714E-11;40.435;17.138
-1.727E-11;40.469;17.266
-1.739E-11;40.512;17.391
-1.754E-11;40.578;17.539
-1.772E-11;40.640;17.720
-1.796E-11;40.707;17.961
-1.825E-11;40.740;18.247
-1.855E-11;40.773;18.553
-1.884E-11;40.807;18.838
-1.910E-11;40.850;19.105
-1.935E-11;40.887;19.353
-1.958E-11;40.922;19.582
-1.980E-11;40.969;19.805
-2.004E-11;40.995;20.042
-2.027E-11;41.020;20.267
-2.049E-11;41.044;20.492
-2.070E-11;41.085;20.696
-2.091E-11;41.109;20.914
-2.113E-11;41.129;21.132
-2.133E-11;41.136;21.334
-2.150E-11;41.137;21.501
-2.162E-11;41.140;21.621
-2.171E-11;41.140;21.711
-2.177E-11;41.142;21.771
-2.181E-11;41.139;21.811
-2.184E-11;41.134;21.839
-2.186E-11;41.140;21.863
-2.188E-11;41.142;21.878
-2.189E-11;41.139;21.894
-2.191E-11;41.140;21.906
-2.192E-11;41.140;21.919
-2.193E-11;41.140;21.927
-2.193E-11;41.133;21.934
-2.195E-11;41.140;21.948
-2.195E-11;41.139;21.951
-2.196E-11;41.141;21.962
-2.197E-11;41.164;21.972
-2.201E-11;41.221;22.007
-2.211E-11;41.254;22.112
-2.227E-11;41.275;22.273
-2.246E-11;41.304;22.456
-2.264E-11;41.330;22.637
-2.282E-11;41.348;22.818
-2.299E-11;41.380;22.994
-2.318E-11;41.394;23.178
-2.336E-11;41.406;23.356
-2.351E-11;41.428;23.508
-2.365E-11;41.459;23.649
-2.380E-11;41.482;23.799
-2.395E-11;41.524;23.951
-2.413E-11;41.576;24.134
-2.435E-11;41.607;24.353
-2.459E-11;41.620;24.590
-2.482E-11;41.643;24.823
-2.503E-11;41.670;25.035
-2.522E-11;41.694;25.224
-2.540E-11;41.725;25.395
-2.557E-11;41.769;25.566
-2.576E-11;41.825;25.764
-2.601E-11;41.868;26.006
-2.628E-11;41.886;26.277
-2.653E-11;41.892;26.532
-2.674E-11;41.892;26.743
-2.690E-11;41.892;26.898
-2.699E-11;41.891;26.990
-2.705E-11;41.894;27.048
-2.708E-11;41.892;27.075
-2.709E-11;41.891;27.086
-2.709E-11;41.891;27.093
-2.710E-11;41.895;27.099
-2.711E-11;41.918;27.109
-2.714E-11;41.941;27.143
-2.720E-11;41.952;27.201
-2.729E-11;42.000;27.286
-2.741E-11;42.071;27.410
-2.762E-11;42.130;27.618
-2.789E-11;42.152;27.894
-2.818E-11;42.161;28.180
-2.842E-11;42.194;28.419
-2.863E-11;42.254;28.628
-2.886E-11;42.284;28.863
-2.910E-11;42.294;29.104
-2.931E-11;42.299;29.308
-2.946E-11;42.299;29.462
-2.957E-11;42.299;29.565
-2.963E-11;42.298;29.625
-2.966E-11;42.298;29.661
-2.967E-11;42.299;29.672
-2.968E-11;42.297;29.683
-2.968E-11;42.300;29.684
-2.968E-11;42.300;29.683
-2.968E-11;42.298;29.680
-2.968E-11;42.300;29.677
-2.967E-11;42.299;29.671
-2.966E-11;42.299;29.665
-2.966E-11;42.299;29.660
-2.965E-11;42.299;29.651
-2.964E-11;42.295;29.643
-2.964E-11;42.298;29.640
-2.962E-11;42.298;29.623
-2.962E-11;42.302;29.621
-2.962E-11;42.304;29.616
-2.962E-11;42.305;29.619
-2.962E-11;42.306;29.622
-2.963E-11;42.305;29.627
-2.963E-11;42.318;29.629
-2.963E-11;42.311;29.635
-2.964E-11;42.317;29.636
-2.964E-11;42.337;29.642
-2.968E-11;42.387;29.684
-2.977E-11;42.447;29.773
-2.994E-11;42.489;29.942
-3.016E-11;42.513;30.162
-3.039E-11;42.555;30.394
-3.063E-11;42.621;30.627
-3.088E-11;42.647;30.883
-3.114E-11;42.658;31.139
-3.135E-11;42.676;31.352
-3.152E-11;42.711;31.524
-3.169E-11;42.778;31.687
-3.188E-11;42.850;31.875
-3.212E-11;42.893;32.120
-3.239E-11;42.908;32.389
-3.265E-11;42.924;32.653
-3.288E-11;42.950;32.875
-3.305E-11;42.975;33.048
-3.318E-11;43.000;33.184
-3.331E-11;43.041;33.313
-3.345E-11;43.079;33.449
-3.360E-11;43.096;33.603
-3.375E-11;43.107;33.750
-3.388E-11;43.117;33.879
-3.398E-11;43.133;33.976
-3.405E-11;43.162;34.051
-3.413E-11;43.208;34.131
-3.423E-11;43.238;34.232
-3.436E-11;43.253;34.357
-3.448E-11;43.265;34.477
-3.459E-11;43.275;34.587
-3.467E-11;43.296;34.673
-3.474E-11;43.286;34.738
-3.478E-11;43.302;34.782
-3.482E-11;43.314;34.821
-3.486E-11;43.341;34.858
-3.491E-11;43.382;34.910
-3.499E-11;43.403;34.995
-3.509E-11;43.426;35.088
-3.519E-11;43.446;35.186
-3.527E-11;43.469;35.273
-3.536E-11;43.502;35.360
-3.544E-11;43.542;35.445
-3.555E-11;43.563;35.548
-3.565E-11;43.586;35.651
-3.575E-11;43.593;35.754
-3.584E-11;43.630;35.838
-3.592E-11;43.666;35.920
-3.600E-11;43.703;36.002
-3.610E-11;43.720;36.096
-3.619E-11;43.735;36.191
-3.627E-11;43.756;36.273
-3.634E-11;43.774;36.339
-3.640E-11;43.813;36.404
-3.647E-11;43.873;36.472
-3.656E-11;43.915;36.559
-3.667E-11;43.966;36.669
-3.679E-11;43.991;36.787
-3.690E-11;44.018;36.904
-3.701E-11;44.047;37.014
-3.710E-11;44.092;37.103
-3.719E-11;44.114;37.187
-3.726E-11;44.124;37.259
-3.732E-11;44.127;37.321
-3.736E-11;44.128;37.365
-3.738E-11;44.137;37.384
-3.739E-11;44.146;37.395
-3.740E-11;44.160;37.405
-3.741E-11;44.184;37.414
-3.743E-11;44.212;37.429
-3.745E-11;44.250;37.454
-3.749E-11;44.277;37.492
-3.754E-11;44.288;37.536
-3.758E-11;44.301;37.576
-3.761E-11;44.353;37.610
-3.765E-11;44.401;37.647
-3.769E-11;44.420;37.690
-3.773E-11;44.465;37.729
-3.777E-11;44.514;37.774
-3.782E-11;44.567;37.821
-3.786E-11;44.597;37.863
-3.791E-11;44.612;37.906
-3.794E-11;44.630;37.936
-3.795E-11;44.652;37.954
-3.797E-11;44.678;37.968
-3.798E-11;44.693;37.982
-3.799E-11;44.751;37.985
-3.800E-11;44.792;37.996
-3.801E-11;44.804;38.007
-3.801E-11;44.817;38.015
-3.801E-11;44.841;38.015
-3.801E-11;44.860;38.008
-3.800E-11;44.889;38.004
-3.800E-11;44.923;38.000
-3.800E-11;44.963;37.996
-3.798E-11;44.982;37.982
-3.797E-11;45.005;37.971
-3.795E-11;45.035;37.954
-3.794E-11;45.080;37.942
-3.792E-11;45.108;37.921
-3.790E-11;45.129;37.901
-3.788E-11;45.157;37.877
-3.785E-11;45.183;37.847
-3.782E-11;45.223;37.824
-3.779E-11;45.244;37.791
-3.776E-11;45.254;37.763
-3.772E-11;45.259;37.724
-3.770E-11;45.264;37.703
-3.768E-11;45.261;37.678
-3.766E-11;45.260;37.661
-3.765E-11;45.273;37.647
-3.763E-11;45.356;37.634
-3.761E-11;45.443;37.608
-3.755E-11;45.519;37.545
-3.745E-11;45.585;37.451
-3.734E-11;45.639;37.343
-3.722E-11;45.699;37.216
-3.709E-11;45.761;37.091
-3.695E-11;45.839;36.948
-3.677E-11;45.898;36.774
-3.659E-11;45.923;36.587
-3.641E-11;45.934;36.407
-3.627E-11;45.965;36.266
-3.614E-11;46.012;36.142
-3.603E-11;46.025;36.033
-3.593E-11;46.051;35.926
-3.582E-11;46.085;35.819
-3.572E-11;46.136;35.717
-3.559E-11;46.178;35.594
-3.546E-11;46.220;35.461
-3.531E-11;46.258;35.312
-3.516E-11;46.295;35.164
-3.500E-11;46.339;35.004
-3.484E-11;46.365;34.839
-3.467E-11;46.406;34.672
-3.450E-11;46.451;34.502
-3.433E-11;46.483;34.329
-3.416E-11;46.533;34.161
-3.398E-11;46.593;33.976
-3.377E-11;46.618;33.769
-3.357E-11;46.627;33.567
-3.339E-11;46.632;33.387
-3.325E-11;46.635;33.252
-3.316E-11;46.676;33.165
-3.307E-11;46.723;33.073
-3.295E-11;46.743;32.951
-3.280E-11;46.773;32.795
-3.264E-11;46.827;32.635
-3.245E-11;46.853;32.453
-3.227E-11;46.873;32.270
-3.210E-11;46.927;32.098
-3.192E-11;46.964;31.918
-3.173E-11;46.997;31.730
-3.153E-11;47.033;31.533
-3.134E-11;47.042;31.345
-3.117E-11;47.048;31.175
-3.103E-11;47.049;31.035
-3.093E-11;47.051;30.934
-3.086E-11;47.051;30.858
-3.082E-11;47.050;30.821
-3.079E-11;47.057;30.793
-3.077E-11;47.155;30.773
-3.066E-11;47.299;30.663
-3.038E-11;47.378;30.380
-2.997E-11;47.436;29.966
-2.950E-11;47.474;29.504
-2.907E-11;47.536;29.065
-2.866E-11;47.607;28.657
-2.828E-11;47.667;28.279
-2.790E-11;47.719;27.896
-2.752E-11;47.768;27.517
-2.715E-11;47.805;27.145
-2.679E-11;47.825;26.787
-2.648E-11;47.851;26.483
-2.623E-11;47.887;26.231
-2.601E-11;47.909;26.010
-2.581E-11;47.939;25.808
-2.562E-11;47.944;25.617
-2.545E-11;47.962;25.454
-2.531E-11;48.031;25.307
-2.512E-11;48.083;25.123
-2.488E-11;48.103;24.879
-2.461E-11;48.110;24.614
-2.441E-11;48.112;24.406
-2.425E-11;48.128;24.247
-2.413E-11;48.143;24.133
-2.403E-11;48.188;24.032
-2.392E-11;48.252;23.916
-2.373E-11;48.300;23.731
-2.348E-11;48.351;23.482
-2.317E-11;48.415;23.169
-2.284E-11;48.446;22.841
-2.253E-11;48.473;22.529
-2.226E-11;48.524;22.257
-2.199E-11;48.565;21.991
-2.173E-11;48.592;21.730
-2.149E-11;48.606;21.485
-2.127E-11;48.619;21.273
-2.109E-11;48.644;21.088
-2.093E-11;48.670;20.931
-2.078E-11;48.687;20.778
-2.064E-11;48.692;20.640
-2.053E-11;48.695;20.528
-2.043E-11;48.695;20.434
-2.037E-11;48.696;20.370
-2.034E-11;48.702;20.338
-2.031E-11;48.696;20.313
-2.031E-11;48.703;20.306
-2.030E-11;48.736;20.298
-2.026E-11;48.834;20.257
-2.010E-11;48.925;20.105
-1.983E-11;49.009;19.829
-1.947E-11;49.050;19.474
-1.908E-11;49.081;19.080
-1.873E-11;49.124;18.728
-1.844E-11;49.164;18.438
-1.818E-11;49.226;18.177
-1.792E-11;49.271;17.921
-1.767E-11;49.322;17.668
-1.742E-11;49.387;17.420
-1.715E-11;49.458;17.149
-1.687E-11;49.490;16.866
-1.661E-11;49.502;16.605
-1.639E-11;49.511;16.392
-1.622E-11;49.512;16.225
-1.611E-11;49.503;16.113
-1.604E-11;49.533;16.041
-1.598E-11;49.611;15.982
-1.590E-11;49.660;15.897
-1.577E-11;49.714;15.768
-1.561E-11;49.785;15.612
-1.543E-11;49.839;15.427
-1.523E-11;49.903;15.233
-1.505E-11;49.974;15.048
-1.487E-11;50.030;14.870
-1.472E-11;50.052;14.722
-1.460E-11;50.057;14.598
-1.450E-11;50.063;14.503
-1.445E-11;50.064;14.446
-1.441E-11;50.065;14.414
-1.440E-11;50.093;14.397
-1.439E-11;50.175;14.385
-1.437E-11;50.269;14.367
-1.434E-11;50.369;14.339
-1.431E-11;50.423;14.310
-1.430E-11;50.490;14.296
-1.431E-11;50.579;14.311
-1.436E-11;50.643;14.359
-1.444E-11;50.736;14.443
-1.457E-11;50.820;14.568
-1.474E-11;50.867;14.737
-1.494E-11;50.912;14.935
-1.514E-11;50.936;15.143
-1.535E-11;50.945;15.349
-1.552E-11;50.952;15.524
-1.566E-11;50.964;15.660
-1.577E-11;51.049;15.767
-1.592E-11;51.134;15.922
-1.617E-11;51.194;16.169
-1.649E-11;51.315;16.490
-1.691E-11;51.398;16.913
-1.745E-11;51.431;17.446
-1.795E-11;51.445;17.953
-1.838E-11;51.449;18.380
-1.870E-11;51.450;18.698
-1.893E-11;51.463;18.926
-1.911E-11;51.559;19.112
-1.937E-11;51.637;19.371
-1.976E-11;51.713;19.758
-2.027E-11;51.791;20.267
-2.087E-11;51.845;20.867
-2.153E-11;51.904;21.528
-2.216E-11;51.952;22.158
-2.274E-11;51.975;22.745
-2.328E-11;51.988;23.282
-2.372E-11;51.991;23.715
-2.403E-11;51.993;24.025
-2.424E-11;51.996;24.240
-2.439E-11;52.032;24.394
-2.457E-11;52.182;24.575
-2.502E-11;52.281;25.016
-2.572E-11;52.320;25.724
-2.651E-11;52.332;26.508
-2.723E-11;52.340;27.228
-2.774E-11;52.342;27.742
-2.809E-11;52.352;28.087
-2.832E-11;52.388;28.318
-2.853E-11;52.431;28.534
-2.882E-11;52.468;28.817
-2.917E-11;52.497;29.174
-2.956E-11;52.553;29.557
-2.999E-11;52.604;29.992
-3.046E-11;52.630;30.464
-3.096E-11;52.647;30.960
-3.138E-11;52.643;31.377
-3.169E-11;52.648;31.689
-3.190E-11;52.689;31.904
-3.212E-11;52.751;32.120
-3.244E-11;52.815;32.444
-3.292E-11;52.863;32.917
-3.346E-11;52.887;33.461
-3.399E-11;52.921;33.991
-3.447E-11;52.966;34.474
-3.496E-11;52.991;34.961
-3.539E-11;53.019;35.393
-3.579E-11;53.063;35.788
-3.618E-11;53.122;36.182
-3.664E-11;53.169;36.643
-3.716E-11;53.189;37.157
-3.762E-11;53.191;37.623
-3.799E-11;53.190;37.991
-3.823E-11;53.190;38.234
-3.838E-11;53.191;38.382
-3.846E-11;53.212;38.463
-3.855E-11;53.262;38.550
-3.872E-11;53.298;38.723
-3.900E-11;53.327;39.000
-3.934E-11;53.373;39.341
-3.972E-11;53.421;39.723
-4.015E-11;53.464;40.147
-4.063E-11;53.481;40.626
-4.108E-11;53.486;41.085
-4.142E-11;53.487;41.415
-4.162E-11;53.485;41.620
-4.174E-11;53.503;41.743
-4.184E-11;53.548;41.841
-4.200E-11;53.584;42.003
-4.224E-11;53.639;42.245
-4.260E-11;53.699;42.599
-4.304E-11;53.729;43.043
-4.349E-11;53.734;43.491
-4.388E-11;53.739;43.875
-4.414E-11;53.739;44.143
-4.432E-11;53.741;44.321
-4.441E-11;53.740;44.413
-4.446E-11;53.742;44.457
-4.448E-11;53.742;44.478
-4.448E-11;53.728;44.484
-4.448E-11;53.735;44.481
-4.448E-11;53.749;44.476
-4.448E-11;53.797;44.482
-4.459E-11;53.886;44.594
-4.488E-11;53.938;44.877
-4.529E-11;53.950;45.290
-4.572E-11;53.967;45.724
-4.609E-11;53.980;46.086
-4.636E-11;54.012;46.363
-4.660E-11;54.049;46.605
-4.685E-11;54.070;46.850
-4.708E-11;54.072;47.082
-4.729E-11;54.070;47.287
-4.742E-11;54.067;47.421
-4.750E-11;54.081;47.497
-4.755E-11;54.131;47.545
-4.765E-11;54.182;47.654
-4.786E-11;54.229;47.861
-4.817E-11;54.273;48.172
-4.855E-11;54.302;48.547
-4.891E-11;54.334;48.906
-4.922E-11;54.365;49.225
-4.952E-11;54.383;49.520
-4.977E-11;54.393;49.770
-4.997E-11;54.392;49.966
-5.010E-11;54.395;50.100
-5.019E-11;54.388;50.185
-5.024E-11;54.418;50.238
-5.029E-11;54.471;50.288
-5.042E-11;54.562;50.423
-5.069E-11;54.631;50.689
-5.107E-11;54.682;51.068
-5.150E-11;54.718;51.503
-5.191E-11;54.722;51.907
-5.224E-11;54.760;52.241
-5.251E-11;54.817;52.514
-5.276E-11;54.836;52.758
-5.298E-11;54.848;52.976
-5.316E-11;54.847;53.162
-5.329E-11;54.851;53.294
-5.338E-11;54.853;53.375
-5.342E-11;54.876;53.416
-5.346E-11;54.939;53.463
-5.357E-11;54.993;53.569
-5.374E-11;55.036;53.741
-5.396E-11;55.063;53.958
-5.419E-11;55.075;54.186
-5.438E-11;55.079;54.376
-5.451E-11;55.076;54.512
-5.458E-11;55.080;54.584
-5.462E-11;55.100;54.625
-5.466E-11;55.160;54.656
-5.473E-11;55.247;54.727
-5.489E-11;55.344;54.890
-5.514E-11;55.397;55.141
-5.542E-11;55.416;55.423
-5.568E-11;55.426;55.676
-5.586E-11;55.446;55.856
-5.598E-11;55.484;55.977
-5.608E-11;55.541;56.075
-5.618E-11;55.591;56.177
-5.629E-11;55.620;56.293
-5.641E-11;55.625;56.411
-5.651E-11;55.628;56.515
-5.658E-11;55.650;56.579
-5.663E-11;55.759;56.626
-5.669E-11;55.869;56.690
-5.679E-11;55.923;56.794
-5.692E-11;55.943;56.919
-5.703E-11;55.953;57.029
-5.710E-11;55.954;57.101
-5.714E-11;55.955;57.138
-5.715E-11;55.954;57.155
-5.715E-11;55.957;57.146
-5.713E-11;55.959;57.129
-5.711E-11;55.998;57.114
-5.710E-11;56.087;57.105
-5.711E-11;56.141;57.115
-5.713E-11;56.159;57.134
-5.715E-11;56.168;57.146
-5.715E-11;56.173;57.147
-5.715E-11;56.197;57.147
-5.714E-11;56.241;57.135
-5.712E-11;56.301;57.117
-5.709E-11;56.373;57.093
-5.707E-11;56.399;57.065
-5.702E-11;56.410;57.019
-5.698E-11;56.417;56.981
-5.694E-11;56.463;56.937
-5.689E-11;56.572;56.892
-5.682E-11;56.622;56.817
-5.672E-11;56.654;56.720
-5.661E-11;56.663;56.609
-5.651E-11;56.666;56.510
-5.643E-11;56.717;56.425
-5.634E-11;56.794;56.342
-5.623E-11;56.828;56.231
-5.611E-11;56.836;56.115
-5.599E-11;56.848;55.991
-5.589E-11;56.898;55.893
-5.579E-11;56.972;55.787
-5.565E-11;57.001;55.654
-5.550E-11;57.012;55.501
-5.536E-11;57.035;55.358
-5.523E-11;57.143;55.227
-5.505E-11;57.215;55.047
-5.481E-11;57.244;54.811
-5.455E-11;57.256;54.545
-5.430E-11;57.301;54.300
-5.408E-11;57.398;54.084
-5.383E-11;57.454;53.825
-5.353E-11;57.475;53.534
-5.323E-11;57.482;53.235
-5.299E-11;57.516;52.990
-5.278E-11;57.558;52.778
-5.257E-11;57.573;52.568
-5.237E-11;57.579;52.366
-5.219E-11;57.599;52.189
-5.203E-11;57.685;52.029
-5.183E-11;57.757;51.830
-5.154E-11;57.789;51.537
-5.121E-11;57.801;51.206
-5.091E-11;57.854;50.910
-5.061E-11;57.956;50.610
-5.023E-11;57.997;50.228
-4.981E-11;58.014;49.815
-4.944E-11;58.019;49.440
-4.914E-11;58.021;49.137
